@RELATION trialquotes_newdata

@ATTRIBUTE index_number REAL
@ATTRIBUTE tweet STRING
@ATTRIBUTE sentiment {-1.0,1.0}

@DATA
1490,"rt @optionsaction : these <num> stocks could account for a $<num> billion market cap swing this week $aapl $fb $amzn",1.0
1491,"rt @stocktwits : here 's how apple has performed heading into earnings today <num>-month +<num>.<num> % <num>-month +<num>.<num> % <num>-year +<num> % $aapl :",1.0
1492,"here 's how apple has performed heading into earnings today <num>-month +<num>.<num> % <num>-month +<num>.<num> % <num>-year +<num> % $aapl :",1.0
1493,"**live q & amp ; a now** @hedgeyehwp is taking questions about consumer staples & amp ; talking best ideas like $usfd $wfm $cost",1.0
1494,"breaking : tesla $tsla to change name to the `` people 's car '' .",1.0
1495,"remote too far away ? fear not , netflix 's hackathon developed mind controls $nflx",1.0
1496,"are we sure tim cook is a good ceo ? $aapl discussed",1.0
1497,"apple slides ahead of earnings $aapl",1.0
1498,"rt @crystalxlau : dow level to watch : <num>,<num>.<num> as long as $djia stays above that , it will be positive for the month of january .",1.0
1499,"dow level to watch : <num>,<num>.<num> as long as $djia stays above that , it will be positive for the month of january .",1.0
1500,"$aapl earnings alert : the astonishing truth behind apple my take via @cnnmoney @yahoofinance",1.0
1501,"here 's how to find the best stocks every day study up $fb $twtr peeps !",1.0
1502,"today @<num>:<num> pm pst : curious about @apple ? what products will they be launching this year ? check out @cnbcclosingbell for my thoughts ! $aapl",1.0
1503,"$aapl one way to trade options in apple earnings is crazy risky -- but maybe ...",1.0
1504,"it 's apple earnings day , so hope you 're ready for steady stream of tweets saying things like `` cook says holiday sales were 'great ' ! '' $aapl",1.0
1505,"<num> different types of rdr buy strategies today . the $spy at $<num>.<num> and the $ibb at $<num>.<num> . it 's a useful tool to enter with calculated risk",1.0
1506,"ahead of apple earnings , it 's still an iphone world . $aapl",1.0
1507,"the tech sector has established itself as the clearest corporate opponent to trump 's immigration ban : ban .",1.0
1508,"@salvatore_jonah @appleinsider analysts are generally pretty positive on $aapl ( most rate the company overweight/buy ) . investors , otoh ...",1.0
1509,"apple 's main focus today will be on the iphone <num> and <num> plus , @mobilenations ' @simonsage says , and less on other pro",1.0
1510,"rt @marketwatch : less than an hour to go before we find out if one trader 's all-or-nothing bet against $aapl pays off #thefinalyolo",1.0
1511,"we 're now live with @mobilenations ' @simonsage , talking about $aapl ahead of earnings . #cheddarlive",1.0
1512,"live-blogging apple 's fiscal first-quarter earnings and call with analysts . follow along . $aapl",1.0
1513,"apple reporting after the closing bell . $aapl",1.0
1514,"we have the intrepid @msabalakrishnan doing apple $aapl earnings around <num>.<num>pm et today . tune in here :",1.0
1515,"way down the list of important questions : will this dude 's huge bet that $aapl will plunge after earnings pay off ?",1.0
1516,". @thestreet is live for apple s earnings call . get the latest as it happens : $aapl",1.0
1517,"as for $aapl put piece , it 's not mine and i 'm not endorsing , and not saying it 's true . just rt something for your measured consideration .",1.0
1518,"rt @alex : anyhoo , am watching the @kifleswing $aapl blog",1.0
1519,"trump take note : amazon keeps creating jobs . this time it 's <num>k positions at its new air cargo hub in kentucky . $amzn",1.0
1520,"apple earnings expected to rebound thanks to iphone <num> : @marketwatch is live blogging it . | $aapl",1.0
1521,"electronic arts reports <alphanum> eps $<num>.<num> , rev . $<num>.<num>b ; sees <alphanum> sales ~ $<num>.<num>b vs $<num>.<num>b est. , eps $<num>.<num> $ea",1.0
1522,"infographic : how $gs volunteers & amp ; @thechallenge_uk are inspiring the next generation :",1.0
1523,"still to come : earnings from $aapl $ea $x $arnc",1.0
1524,"goldman : global stocks win despite u.s. dollar fears $spy #asia #europe @barronsonline",1.0
1525,"i think apple beats earnings . $aapl samsung had no phone over xmas . we shall see .",1.0
1526,"rt @wsjd : live-blogging apple 's fiscal first-quarter earnings and call with analysts . follow along . $aapl",1.0
1527,"@alex first stock i ever followed . i think i 've been reading $aapl earnings for almost <num> years .",1.0
1528,"apple coming up next on @cnbcclosingbell here comes earnings . $aapl",1.0
1529,"$ea earns $<num> per share . good rev and growth numbers . unchanged after hours . <num> % digital sales .",1.0
1530,"getting ready for apples earnings report . tune in to @cnbcclosingbell to catch my thoughts on the phone giant . $aapl should be soon .",1.0
1531,"$goog adds security perks to high-end g suite",1.0
1532,"apple earnings & amp ; sales beat . $aapl up <num> % after hours . and apple has $<num>.<num> billion in cash . good l-rd ! brother , can you spare an idime ? bye .",1.0
1533,"apple earnings : demand for iphone helped deliver record revenue , ending <num> qtrs of declines . margins under pressure",1.0
1534,"apple snaps a three-quarter decline in #iphone sales with <alphanum> . its <num>.<num>m iphones sold beat last year 's <num>.<num>m units . $aapl",1.0
1535,"battlefield <num> helps ea beat quarterly earnings targets $ea via @venturebeat",1.0
1536,"still all about the iphone ? $aapl up <num> % after hours after shipping more phones than expected in <alphanum> <num>",1.0
1537,"rt @crosshairtrader : now this is the stuff that matters from my friend @adamhgrimes via @seeitmarket $study $spy",1.0
1538,"apple sets a new record for iphone shipments : <num>.<num> million - $aapl",1.0
1539,"rt @vettechtrader : good $aapl <alphanum> print , weak <alphanum> guide- almost exactly as exp'd- guessing pop/ fade- we 'll see ...",1.0
1540,"apple reported a record $<num>.<num> billion in revenue . $aapl up <num>.<num> %",1.0
1541,"cook calls it a `` dynamite quarter '' $aapl",1.0
1542,"apple shares up a whopping <num> % so far on better than expected results . $aapl",1.0
1543,"apple sold <num>.<num>m iphones , <num>.<num>m ipads , <num>.<num>m macs in <alphanum> . net income fell to $<num>.<num>b from $<num>.<num>b a yr ago , but sales up to $<num>.<num>b . $aapl",1.0
1544,"rt @scottbudman : #breaking : apple earnings ahead of estimates ; <num> million iphone sales . stock up after hours . $aapl",1.0
1545,"#breaking : apple earnings ahead of estimates ; <num> million iphone sales . stock up after hours . $aapl",1.0
1546,"apple $aapl after hours share price - +<num>.<num> % #tech #ausbiz",1.0
1547,"rt @alex : $aapl instantly up <num> % , so much for the yolo kid .",1.0
1548,"apple beats , stock 's up $aapl",1.0
1549,"$aapl instantly up <num> % , so much for the yolo kid .",1.0
1550,"apple reports <alphanum> eps $<num>.<num> vs $<num>.<num> est. , sales $<num>.<num>b vs $<num>.<num>b est . $aapl",1.0
1551,"$aapl chopping around after earnings , now up <num> %",1.0
1552,"rt @david_darst : is $tsla poised for a breakout ?",1.0
1553,"today 's free recap that also helps up the trading day tomorrow . $ibb $spy $aapl $baba $amzn",1.0
1554,"rt @brian_solomon : highest iphone average selling price ever during the holidays $aapl",1.0
1555,"rt @firstadopter : $ea pr : `` battlefield <num>.. biggest battlefield launch ever .. player base more than <num> % larger ( vs. ) battlefield <num> .. compa",1.0
1556,"rt @firstadopter : $ea pr : `` fifa <num> was the best-selling console title in the world in <num> . ''",1.0
1557,"rt @igtv : with china 's pmi growing faster , $aapl results and the rise of #copper prices , there 's a turn around in sentiment",1.0
1558,"$aapl first-quarter earnings were above expectations . live prices here : losses can exceed d",1.0
1559,"apple supplier dialog jumps <num> % in frankfurt after $aapl earnings",1.0
1560,"$fb 's latest quarterly revenue was $<num>.<num>bn , not $<num>.<num>bn",1.0
1561,"$spy did a rdr around the $<num>.<num> pivot ( giving a nice long entry ) and is now looking to test $<num>.<num> pivot resistance to enter monday 's gap",1.0
1562,"$spx futures up <num> after holding the accelerated trend <num>ish that started post election . now see how it handles <num> pivot resistance",1.0
1563,"the iphone juggernaut , at a glance $aapl",1.0
1564,"glad you are in $aapl !",1.0
1565,"long liquidation looks bullish for gold $gld",1.0
1566,"#dollar index up for the count after negative x-mkt pressure eased o/n with help from $aapl upside surprise . real",1.0
1567,"what to watch : - @apple shines - fed in focus - @facebook earnings $aapl $fb",1.0
1568,"watch live : bullishness recovers after $aapl earnings . @chrisb_ig charts #indices , #forex and #commodities on",1.0
1569,"rt @vicrek : $aapl s earnings beat is sparking a flurry of price-target hikes $<num> , $<num> , do i hear $<num> ?",1.0
1570,"rt @igsquawk : #apple holding on to its <num> % gain in the pre-market , after strong results posted last night $aapl ro",1.0
1571,"#apple holding on to its <num> % gain in the pre-market , after strong results posted last night $aapl ro",1.0
1572,"morning money - $aapl earnings , ism , fed and a fun financial fact .",1.0
1573,"where things stand before north american markets open . $aapl up in premarket",1.0
1574,"apple price levels to watch after earnings $aapl via @investopedia",1.0
1575,"at $<num>.<num> billion #apple 's services business on par with a fortune <num> company . good insights by @loupventures $aapl",1.0
1576,"<num> must watch stocks for february <num> , <num> $aapl $all $amd $bby $fb $anm $jci $ea $mo $mpc $met $x",1.0
1577,"solid iphone results for apple - morningstar stock view $aapl",1.0
1578,"$<num>.<num> billion . so yes , $aapl balance sheet not as pristine as it used to be . but debt load actually was lower than",1.0
1579,"get ready for wednesday : #apple shines , #fed takes the stage & amp ; here comes @facebook : $aapl $fb via @alannapetroff",1.0
1580,"rt @hsilverb : <num>-year bottom-up target price for $spx reaches <num> ( <num>.<num> % + dividends from here ) , pushed by $goog/l , $aapl , $jnj ; $fb and $ge",1.0
1581,"fedex , freeport-mcmoran , pfizer : @cnbcfastmoney picks for february <num> $fcx $fdx $ups $pfe $xlv",1.0
1582,"always love writing about $aapl and its cash . $<num>.<num>b . fun fact . if apple 's cash was its own company , it would be <num>th biggest in s & amp ; p <num> .",1.0
1583,"$csco could thrive from recent acquisition , trump tax plan",1.0
1584,"apple $aapl up $<num> pre-open on better than expected iphone sales , set to open at <num>-month high , dragging up $dia and $spy futures .",1.0
1585,"<num> stocks moving in wednesday 's pre-market $aapl $arwr $ctxs $oks $vcel $sdrl $twlo $drys $tup $sgyp $pbi $mtch $box",1.0
1586,"#apple 's losing streak is finally over -- and shareholders are rejoicing : $aapl via @sfiegerman",1.0
1587,"which way will gold run ? - dragonfly capital $gc_f $gld",1.0
1588,"ea will continue to guide low and beat through <num> $ea",1.0
1589,"rt @lamonicabuzz : trump immigration crackdown selloff over ? futures higher , led by nasdaq/tech . $aapl up <num> % on earnings . $fb up <num> % . reports",1.0
1590,"make normalization great again #stocks $spx",1.0
1591,"pleased to announce the close and welcome our new colleagues to $agn . successfully completes lifecell acquisition",1.0
1592,"trade the twitter breakout using these charts $twtr",1.0
1593,"<num> #apple broker notes out yesterday of which only <num> hold ratings street bullish on $aapl highest pt drexel $<num> lowest pt deutsche $<num>",1.0
1594,"rt @lamonicabuzz : always love writing about $aapl and its cash . $<num>.<num>b . fun fact . if apple 's cash was its own company , it would be <num>th bi",1.0
1595,"munster : 'the next <num> months are gon na be a great time to own apple shares in anticipation of iphone <num> launch ' $aapl",1.0
1596,"rt @cnnmoneyinvest : #apple 's losing streak is finally over -- and shareholders are rejoicing : $aapl via @sfiegerman",1.0
1597,"rt @ryan_knutson : apple earned more in <num> mos . ( $<num>.<num>b ) than cuba 's <num> gdp . $aapl",1.0
1598,"iphone <num> rings up profits , and tupperware 's fresh results please investors - today 's stocks to watch : $aapl $tup",1.0
1599,"apple #iphone sales : the road to a record quarter $aapl",1.0
1600,"<num> % - #apple 's effective #tax rate cook `` optimistic '' on #taxreform this year $aapl @squawkstreet analysis",1.0
