"","tweets","positive","negative","score"
2512,"$aapl apple video will humiliate the skeptics again my take via @cnnmoney",0,0,1
2513,"apple 's chart remains bullish , pro explains $aapl",0,0,1
2514,"goldman sachs shares are up <num> % since last june and <num> % since election . on track for <num>st record close since oct <num> $gs",0,0,1
2515,"valeant 's stock having one of its best days of <num> $vrx",1,0,1
2516,"apple hits intraday record high for first time since <num> $aapl",0,0,1
2517,"shopify receives price-target boost ahead of <alphanum> earnings : $shop $amzn $fb $tsla $ge",1,0,1
2518,"rt @cnbcnow : twitter ceo dorsey purchased nearly <num>,<num> shares of $twtr worth about $<num>m between feb <num> and <num> - filing",0,0,1
2519,"twitter ceo dorsey purchased nearly <num>,<num> shares of $twtr worth about $<num>m between feb <num> and <num> - filing",0,0,1
2520,"just in : twitter ceo jack dorsey buys <num>,<num> shares of company 's common stock $twtr",0,0,1
2521,"rt @valaafshar : apple 's market cap is at $<num> billion . only <num> countries have a larger gdp than $aapl market cap .",0,0,1
2522,"rt @wsjtech : facebook announces launch of television app . $fb",0,0,1
2523,"$spy broke above $<num>.<num> last week and has tacked on five sessions of gains . upper support is now $<num>.<num> . pivot ath resistance is $<num>.<num>",1,1,1
2524,"$spx futures +<num> tacking follow thru gains after last week 's breakout above <num>. now we have upper support at <num> , with pivot ath <num>",1,0,1
2525,"rt @biuk_tech : twitter ceo jack dorsey bought $<num> million in stock after its value dropped dramatically $twtr",0,1,1
2526,"good morning . mostly green arrows around the world . in europe , dax+.<num> % cac+.<num> % ftse+.<num> % . in asia the nikkei+<num>.<num> % hk+<num>.<num> % $spx futs+<num>",1,0,1
2527,"in report today , jeff osborne previews $tsla earnings",0,0,1
2528,"dorsey s valentine to twitter investors : a $<num> million investment . $twtr",0,0,1
2529,"<num> stocks you should be watching today $aig $amat $bg $pep $csco $hun $fosl $ntap $cbs $grpn $esrx $mar",0,0,1
2530,"so * dorsey sold <num>k $twtr stocks for $<num>m in june <num> @~ $<num> * dorsey bought <num>k $twtr stocks for $<num>m in feb <num> @~ $<num>",0,0,1
2531,"rt @jowens<num> : the twitter ceo is still a believer : @jack has spent $<num> million buying $twtr stock in the past two days .",1,0,1
2532,"$amzn shocker : delivers vday roses on feb <num> , buys me off w/ flowers . shares up ~<num> % ytd .",0,0,1
2533,"as @goldmansachs $gs cruises to new highs , shareholders can thank lloyd blankfein 's bold bet on the firm 's tried ...",1,0,1
2534,"rt @philipvandoorn : these <num> companies have met a high bar this earnings season $fb $amzn $nvda $regn $atvi",0,0,1
2535,"rt @bobtannous : csx seeks shareholder input on activist investor s requests $csx via @wsj #corpgov #activistinvesto",0,0,1
2536,"worth noting that half of the record highs set in early s & amp ; p <num> trading today are in financials sector $xlf $kbe $kre",1,0,1
2537,"<num> record highs in s & amp ; p <num> in early trading , incl : apple $aapl jpmorganchase $jpm unitedhealth $unh marriott $mar progressive $pgr etc",1,0,1
2538,"got some perkiness to the airlines this morning , $luv sweepers saw a sweet move :",0,0,1
2539,"berkshire hathaway ramped up apple bet ahead of historic rally $aapl via @wsj",0,0,1
2540,"when you drive a tesla and own its stock . $tsla is about <num>.<num> % away from its all-time highs :",1,0,1
2541,"facebook announces launch of television app . $fb via @wsj",0,0,1
2542,"amazon added one more notable product to its cloud software lineup by launching chime : $amzn",0,0,1
2543,"rt @optionsaction : is copper still king ? here 's why the current cheap valuation may be a mirage via @michael_khouw $fcx #copper",0,1,1
2544,"tech today : apple 's new high , #oleds all around , defending logm $aapl $oled $amzn $googl vi",0,1,1
2545,"smart money has been making moves in this $gild . they caught the move on the downside , and positioned great <alphanum> toda",1,1,1
2546,"uber tesla bull ron baron thinks his investment will quadruple in <num> years $tsla",0,0,1
2547,"verizon and yahoo nearing agreement on price cut : reports $vz , $yhoo",0,1,1
2548,"facebook push into video allows time to catch up on ai applications : $fb $msft $googl $amzn $aapl $sne $nflx",0,0,1
2549,"billionaire ron baron expects mind-boggling returns from elon musk-led tesla $tsla",0,0,1
2550,"why one apple expert says to look beyond the iphone @melodyhahm $aapl",0,0,1
2551,"here 's a midday news update : $twtr $pg $bac big movers today , $pep earnings @cheddar #cheddarlive ( bonus : watch me",0,0,1
2552,"$iwm not as extended as other sectors . high low today and now back at highs",1,2,1
2553,"rt @seeitmarket : new blog - `` investor sentiment study : careful using indicators in isolation '' by @markarbeter $spy",0,0,1
2554,"the $djia $spx $comp have n't done this all at the same time in <num> years",0,0,1
2555,"some big earnings after the close today . $cbs $mar $khc $amat . and $csco . but cisco call is not the same w/o john chambers saying caysh !",0,1,1
2556,"google $<num>.<num>m zombie cookie settlement gets final approval | bloomberg bna $googl #privacy",0,0,1
2557,"wall street expects cisco to earn <num> cents per share on $<num>.<num> billion in sales : $csco",0,0,1
2558,"cowen 's derrick wood publishes takeaways from the data warehousing institute conference $msft $data $tdc . @snowflakedb",0,0,1
2559,"rt @stocktwits : when you drive a tesla and own its stock . $tsla is about <num>.<num> % away from its all-time highs :",1,0,1
2560,"twitter is one of five stocks insiders really love right now $twtr",1,0,1
2561,"rt @lisahopeking : here 's a midday news update : $twtr $pg $bac big movers today , $pep earnings @cheddar #cheddarlive ( bonus : watch me fight",0,0,1
2562,"in the first quarter fiscal <num> , whole foods reported a <num>.<num> % same-store sales figure . last year it was -<num>.<num> % $wfm",0,0,1
2563,"nakul duggal , vp product management , automotive @qualcomm giving his keynote at the $qcom pre- #mwc<num> event",0,0,1
2564,"back on tv ! this time with @jonerlichman and @adenaaneesaali talking about $twtr 's earnings , the hashtag , and trump .",0,0,1
2565,". @fastcompany calls $gs a formidable new player in the consumer banking market",0,0,1
2566,"steve brown , sr. dir . product management @qualcomm giving his #rffe update at the $qcom pre- #mwc<num> event in san die",0,0,1
2567,"for music lovers who download rather than stream , itunes still reigns supreme $aapl $p",0,0,1
2568,"with nearly $<num> million invested in the stock , apple remains david einhorn 's top investment :",1,0,1
2569,"<num> steps to get started with stock trading this infographic makes it simple $fb $twtr",0,0,1
2570,"amazon is set to rule the fintech game : andreessen horowitz vc | $amzn #fintech",0,0,1
2571,"$iwm <num> month breakout to an all time high and ... . just <num> % avg daily volume stinkiepoo",0,0,1
2572,"jim silver of ttpm says concerns about $mat are overblown . new ceo coming in from $googl . barbie , fisher-price still doing reasonably well .",0,1,1
2573,"flat $bac . nice swing trade from last thursday . i will re-visit .",0,0,1
2574,"seeing a lot of penny-garbage moving . that 's usually late-late cycle stuff . $spx $ndx",0,0,1
2575,"today 's tech earnings highlight is cisco , coming off another big software buy . when will these deals pay off ? $csco",1,0,1
2576,"today s #stocks winners : $yhoo , $luv , $fig",1,0,1
2577,"$gs ' heather bellini shares her outlook for #tech stocks at #gstech<num> with @carolinehydetv cc : @bloombergtv",0,0,1
2578,"earnings : cisco systems <alphanum> eps $<num>.<num> adj . vs. $<num>.<num> est . ; <alphanum> revs . $<num>.<num>b vs. $<num>.<num>b est . $csco",0,0,1
2579,"great work by @wakko_tm who takes the win for $csco beating <num> other analysts and the wall street consensus -",1,0,1
2580,"$csco reports <alphanum> earnings of <num>c eps and $<num>.<num>b revs -",0,0,1
2581,"rt @vixandmore : over <num> million $spx put contracts traded today . buyers not particularly price sensitive , hence the $vix spike",0,1,1
2582,"$csco results are out . eps of $<num>.<num> beats a $<num>.<num> consensus . revenue of $<num>.<num>b slightly above an $<num>.<num>b consensus",0,0,1
2583,"#breaking : cisco systems $csco <alphanum> revenue , $<num>.<num>b vs. $<num>.<num>b expected",0,0,1
2584,"cisco earnings live blog going on now ! follow along for real time analysis $csco",0,0,1
2585,"$aapl is nearly <num> % in the last <num> sessions , to close at fresh record .",0,0,1
2586,"use any pullbacks in restaurant stocks to add exposure : baird $bwld $cake $mcd $habt $wing $jack $pnra $sbux $zoes",0,0,1
2587,"#breaking : marriott intl $mar <alphanum> adjusted earnings per share ( eps ) beats estimates , $<num>.<num> vs. $<num>.<num> expected",0,0,1
2588,"$qqq rsi over <num> but keeps going up , ath w/ mm to <num> above , support <num>.<num>/<num>.<num>/<num>.<num>/<num>",0,0,1
2589,"$aapl the trick to buying calls in apple that crushes it",1,0,1
2590,"cisco reports <alphanum> beat , raises dividend $csco",0,0,1
2591,"rt @bespokeinvest : s & amp ; p <num> now at <num> consecutive trading days without a <num> % move : $spy $$",0,0,1
2592,"last time $djia $spx $comp had a record streak this long the elder bush was president & amp ; yeltsin was the russians 's",1,0,1
2593,"quarterly dividend hiked by $<num>.<num> to $<num>.<num>/share . implies a <num>.<num> % forward yield @ericjhonsa $csco live blog :",0,0,1
2594,"$spy had a powerful breakout above $<num>.<num> with many nice days of follow thru . now see if it holds $<num>.<num>ish . pivot ath resistance $<num>.<num>",0,0,1
2595,"cisco , mcdonald 's , red hat , united continental : @cnbcfastmoney picks for february <num> $csco $mcd $rht $ual",0,0,1
2596,"rt @hsilverb : the $spx bull market will be <num> years old on march <num> , that is <num> in human years , as its annualized return is <num>.<num> % & amp ; <num>.<num> %",0,0,1
2597,"$brk.a increased its equity exposure from $<num>b to $<num>b , adding positions in $aapl , $aal , $dal , and $ual #warrenbuffett",0,0,1
2598,"dragonfly capital : waves building higher in the russell <num> - or why <num> is not out of the question.. $iwm",0,1,1
2599,"rt @zortrades : frank zorrilla : gold looks ready to go $jnug $nugt",0,0,1
2600,"top moroccan businessman talks return to african union , opportunities for economic expansion $spy $tlt $gld $gulf",2,0,1
2601,"shares of alibaba have managed to rebound more than <num> % , outperforming the s & amp ; p <num> by a factor of four :",2,0,1
2602,"apple investment strategies : as icahn sells , buffett and einhorn load up $aapl",0,1,1
2603,"#stockalert - stocks to watch today on #wallstreet $csco $twx",0,0,1
2604,"live : starbucks $sbux testing affogato a scoop of ice cream drowned in espresso -",0,0,1
2605,"waves building higher in the russell <num> $iwm",0,0,1
2606,"marriott 's <alphanum> results could lift the entire lodging category higher $mar",0,0,1
2607,"i 'm with the swiss $tsla",0,0,1
2608,"rt @callieabost : $spx has risen the past <num> days , but $vix is +<num>.<num> in that same period . first time $vix has been up during a <num>-day win strea",1,0,1
2609,"$amzn with time looks set up to take out all time highs and reach <num> targets-",1,0,1
2610,"<num> reasons warren buffett is buying apple stock , via kiplinger $aapl $brk.b",1,0,1
2611,"rt @srussolillo : ubs on tesla : `` tsla shares are up ~<num> % since nov , but we see no fundamental reason driving the run-up . '' $tsla",0,1,1
2612,"$aapl is sitting near a new record high on news that #warrenbuffett almost quadrupled his #investment firms stake in the the company",0,0,1
2613,"ubs on tesla : `` tsla shares are up ~<num> % since nov , but we see no fundamental reason driving the run-up . '' $tsla",0,1,1
2614,"shares of $yhoo are hovering near a intraday <num>-week high on news that the company is approaching a revised deal with $vz",0,0,1
2615,"rt @hedgeyehwp : today at <num>am are updating our long deck on $wfm . do n't underestimate what can happen when the founder takes charge again !",1,1,1
2616,"<num> ways to become a better trader always be looking to get better $fb $twtr",2,0,1
2617,"cisco helps wall street extend streak of record highs $csco",1,0,1
2618,"facebook unveils new video experience $fb",0,0,1
